link,headline,category,short_description,authors,date,text,x,y
https://www.huffingtonpost.com/entry/testosterone-hormone_us_5b9d6b47e4b03a1dcc87c9a8,"Testosterone: The Magic Molecule That Can Make Us a Hero, a Rogue or a Lover",WELLNESS,"We now know much more about hormones and the male body. But for most men, hormones are still a mystery.","Jed Diamond, Contributor
Founder and Director, MenAlive",2013-08-21,"Testosterone: The Magic Molecule That Can Make Us a Hero, a Rogue or a Lover We now know much more about hormones and the male body. But for most men, hormones are still a mystery.",-11.628974,-18.213383
https://www.huffpost.com/entry/donald-trump-jussie-smollett_n_5c9ca66be4b07c88663182fd,Trump Slams Jussie Smollett Case After Charges Dropped: 'An Embarrassment',POLITICS,"The Justice Department and FBI will review the ""Empire"" actor's ""outrageous"" case, the president tweeted.",Hayley Miller,2019-03-28,"Trump Slams Jussie Smollett Case After Charges Dropped: 'An Embarrassment' The Justice Department and FBI will review the ""Empire"" actor's ""outrageous"" case, the president tweeted.",16.945852,7.6944346
https://www.huffingtonpost.com/entry/alan-turing-and-the-five_b_6288650.html,Alan Turing and the Five Sigma Theory of Progress,SCIENCE,"The brutal flip side of this reductionist idea is the implication that if you're not at the five sigma level, your efforts, while admirable and even useful, will never be fodder for future memory or future textbooks -- that most of us are no more than worker bees.","Seth Shostak, ContributorSenior Astronomer, SETI Institute",2014-12-08,"Alan Turing and the Five Sigma Theory of Progress The brutal flip side of this reductionist idea is the implication that if you're not at the five sigma level, your efforts, while admirable and even useful, will never be fodder for future memory or future textbooks -- that most of us are no more than worker bees.",-7.8679347,-0.6670296
https://www.huffingtonpost.com/entry/michelle-obama-commencement-speech_n_5302503.html,Michelle Obama Urges Graduates To Stay Hungry,POLITICS,,Chris Gentilviso,2014-05-10,Michelle Obama Urges Graduates To Stay Hungry ,-24.483047,-9.028707
https://www.huffingtonpost.com/entry/cant-we-learn-from-the-de_b_5672118.html,Can't We Learn From the Death of Robin Williams?,ENTERTAINMENT,Whether it's the fact that I'm an addict or the fact that I have a chemical imbalance -- but most likely the combination of the two -- I know what it's like to be so depressed that I feel like I'd do anything possible to escape it.,"Anna David, ContributorAuthor",2014-08-12,Can't We Learn From the Death of Robin Williams? Whether it's the fact that I'm an addict or the fact that I have a chemical imbalance -- but most likely the combination of the two -- I know what it's like to be so depressed that I feel like I'd do anything possible to escape it.,19.723936,-13.914332
https://www.huffingtonpost.com/entry/serena-williams-5-things-you-might-not-know_us_56055374e4b0af3706dbe09a,5 Things You Might Not Have Known About Serena Williams,SPORTS,"She's been a public figure for two decades, but here are some lesser-known facts about the tennis star.",Erick Fernandez,2015-09-26,"5 Things You Might Not Have Known About Serena Williams She's been a public figure for two decades, but here are some lesser-known facts about the tennis star.",10.290465,-22.898077
https://www.huffingtonpost.com/entry/teacher-drawing-machine_n_6527560.html,"Meet 'Teacher,' The Futuristic Machine That's Going To Show You How To Draw",ARTS,,Katherine Brooks,2015-01-24,"Meet 'Teacher,' The Futuristic Machine That's Going To Show You How To Draw ",-5.6147633,-1.4593759
https://www.huffingtonpost.com/entry/white-supremacist-lucian-wintrich-sal-cipolla_us_5a2170b6e4b03c44072d220b,The 'Alt-Lite' White House Reporter Who Got Arrested At UConn Has A Heavily Racist Roadie,POLITICS,The former Proud Boy marched with white supremacists in Charlottesville.,Luke O'Brien,2017-12-04,The 'Alt-Lite' White House Reporter Who Got Arrested At UConn Has A Heavily Racist Roadie The former Proud Boy marched with white supremacists in Charlottesville.,22.813013,8.814604
https://www.huffingtonpost.com/entry/africa-calls-trump-racist-shithole-remark_us_5a592f3de4b04f3c55a295f0,Africa Calls Trump Racist After 'Shithole' Remark,WORLD NEWS,"“We would not deign to make comments as derogatory as that about any country that has any kind of socio-economic or other difficulties.""","Ed Stoddard and Chris Mfula, Reuters",2018-01-12,"Africa Calls Trump Racist After 'Shithole' Remark “We would not deign to make comments as derogatory as that about any country that has any kind of socio-economic or other difficulties.""",20.798622,9.100378
https://www.huffingtonpost.com/entry/desiree-linden-becomes-first-american-woman-to-win-boston-marathon-in-33-years_us_5ad4d920e4b077c89ceb7a5b,Desiree Linden Becomes First American Woman To Win Boston Marathon In 33 Years,SPORTS,The last time an American woman won was in 1985.,,2018-04-16,Desiree Linden Becomes First American Woman To Win Boston Marathon In 33 Years The last time an American woman won was in 1985.,9.368691,-1.4325058
https://www.huffingtonpost.com/entry/top-5-scenic-mountain-drives_us_5b9d6b1fe4b03a1dcc87c6de,Top 5 Scenic Mountain Drives,TRAVEL,,"Liftopia, Contributor
Largest online and mobile marketplace for lift tickets and oth...",2013-08-16,Top 5 Scenic Mountain Drives ,-23.355555,7.842542
https://www.huffingtonpost.com/entry/harvey-images-before-landfall-texas-coast_us_59a0b9e8e4b06d67e337b2e2,The Terrifying Look Of Harvey Before It Hits The Texas Coast,GREEN,The hurricane was upgraded to a Category 4 shortly before its expected landfall.,Doha Madani,2017-08-26,The Terrifying Look Of Harvey Before It Hits The Texas Coast The hurricane was upgraded to a Category 4 shortly before its expected landfall.,-17.345074,17.650358
https://www.huffpost.com/entry/eviction-crisis-public-health-disaster_n_5fd3d8a6c5b66a758414e38c,America’s Eviction Crisis Is A Public Health Disaster Waiting To Happen,POLITICS,Pushing millions of people out of their homes could prolong the coronavirus pandemic and trigger a wave of long-term impacts.,Michael Hobbes,2020-12-12,America’s Eviction Crisis Is A Public Health Disaster Waiting To Happen Pushing millions of people out of their homes could prolong the coronavirus pandemic and trigger a wave of long-term impacts.,-1.0459678,18.044931
https://www.huffpost.com/entry/dave-chappelle-george-floyd_n_5ee32812c5b60caaf57f91ab,"Dave Chappelle Breaks His Silence On George Floyd In Powerful New Special, '8:46'",ENTERTAINMENT,The comedian drops a surprise special on YouTube that offers an answer to critics who want him to speak out.,Ed Mazza,2020-06-12,"Dave Chappelle Breaks His Silence On George Floyd In Powerful New Special, '8:46' The comedian drops a surprise special on YouTube that offers an answer to critics who want him to speak out.",23.895254,3.2525785
https://www.huffingtonpost.com/entry/blount-long-patriots-white-house-trump_us_589ce2e1e4b094a129e96be0,Two More Patriots Players Decide Not To Visit Trump's White House,SPORTS,"""I just don't feel welcome into that house,"" LeGarrette Blount said.",Travis Waldron,2017-02-09,"Two More Patriots Players Decide Not To Visit Trump's White House ""I just don't feel welcome into that house,"" LeGarrette Blount said.",24.378801,21.048601
https://www.huffpost.com/entry/trump-ali-velshi-rubber-bullet-rally-speech_n_5f6677d7c5b6b9795b11aa12,Trump Calls It A 'Beautiful Thing' That Cops Struck Journalist Ali Velshi With Rubber Bullet,POLITICS,"He also praised Minnesota supporters' ""good genes,"" adding, ""A lot of it is about the genes,"" in a troubling, disjointed rally speech.",Mary Papenfuss,2020-09-20,"Trump Calls It A 'Beautiful Thing' That Cops Struck Journalist Ali Velshi With Rubber Bullet He also praised Minnesota supporters' ""good genes,"" adding, ""A lot of it is about the genes,"" in a troubling, disjointed rally speech.",19.18886,8.838391
https://www.huffingtonpost.com/entry/traveling-alone-tips_us_5b9d07a2e4b03a1dcc83dfb5,How to Plan Your First Solo Trip,TRAVEL,"So you've decided to stop waiting for company and take the plunge to travel alone. Fantastic! As you make your first foray into the world of solo travel, your mind must be boggling with questions. Use these practical tips and ideas to get started.","Shivya Nath, Contributor
Travel blogger at the-shooting-star.com.",2013-04-11,"How to Plan Your First Solo Trip So you've decided to stop waiting for company and take the plunge to travel alone. Fantastic! As you make your first foray into the world of solo travel, your mind must be boggling with questions. Use these practical tips and ideas to get started.",-16.953772,4.031902
https://www.huffingtonpost.com/entry/the-futility-of-confronti_us_5b9d744de4b03a1dcc8831d0,The Futility of Confronting Affair Partners,DIVORCE,"If someone wants to engage in an affair, or leave you for an affair partner, no amount of rational argument is going to sway them otherwise. Don't hector, beg, or argue. Just remove yourself from the equation.","Tracy Schorn, Contributor
Blogger and cartoonist at Chump Lady",2013-08-21,"The Futility of Confronting Affair Partners If someone wants to engage in an affair, or leave you for an affair partner, no amount of rational argument is going to sway them otherwise. Don't hector, beg, or argue. Just remove yourself from the equation.",-8.131575,-25.215117
https://www.huffingtonpost.com/entry/increase-federal-support-for-cancer-research_b_7020340.html,"Two Events, One Lesson: Increase Federal Support for Cancer Research",POLITICS,"In 2014, NIH research funding for cancer was $56 million less than it was in 2010. This means we now have to fight for increased funding at a time when potentially monumental breakthroughs are in our grasp. In the war against cancer we've had to open up a second front.","Gregory Sorensen, ContributorPresident and Chief Executive Officer, Siemens Healthcare Nort...",2015-04-07,"Two Events, One Lesson: Increase Federal Support for Cancer Research In 2014, NIH research funding for cancer was $56 million less than it was in 2010. This means we now have to fight for increased funding at a time when potentially monumental breakthroughs are in our grasp. In the war against cancer we've had to open up a second front.",-7.152308,2.545747
https://www.huffpost.com/entry/trump-bans-bump-stocks_n_5bff2b50e4b0850623195115,Justice Department Moves Forward With Trump's Bump Stock Ban,POLITICS,The president had called for the devices to be outlawed following several mass shootings.,Nick Visser and Nick Wing,2018-12-18,Justice Department Moves Forward With Trump's Bump Stock Ban The president had called for the devices to be outlawed following several mass shootings.,6.527443,16.735638
https://www.huffingtonpost.com/entry/is-grindr-keeping-me-sing_us_5bafa3e1e4b0ad76925f5692,Is Grindr Keeping Me Single?,QUEER VOICES,Grindr not only helps intensify the sexualization of the user but also creates a divide between gay men. We have become more concerned with our phones than the people in front of our phones.,"Zach Stafford, Contributor
Writer and Activist",2012-05-26,Is Grindr Keeping Me Single? Grindr not only helps intensify the sexualization of the user but also creates a divide between gay men. We have become more concerned with our phones than the people in front of our phones.,-13.405512,-0.89097583
https://www.huffingtonpost.com/entry/george-stevens-world-war-ii_n_5411130.html,A Hollywood Director Made These Incredible Color Film Diaries Of World War II,WORLDPOST,,Charlotte Alfred,2014-05-29,A Hollywood Director Made These Incredible Color Film Diaries Of World War II ,15.295551,-5.6604133
https://www.huffingtonpost.com/entry/maar-diatreme-volcanoes-eruptions_us_5baeb212e4b014374e2ddbac,"Maar-Diatreme Volcano Research May Help Geologists Predict Eruptions, Find Diamonds",SCIENCE,"This past summer, Valentine and his colleagues in Buffalo simulated maar eruptions, burying and detonating explosives and",,2012-10-07,"Maar-Diatreme Volcano Research May Help Geologists Predict Eruptions, Find Diamonds This past summer, Valentine and his colleagues in Buffalo simulated maar eruptions, burying and detonating explosives and",-19.38895,16.590963
https://www.huffingtonpost.com/entry/trump-puts-journalism-in-the-crosshairs-now_us_58387fade4b050dfe6187b7e,Trump Puts Journalism In The Crosshairs,POLITICS,The only barrier between him and a total ‘win’ is journalism.,"Michael Rosenblum, ContributorTheVJ.com, Founder Current TV. Past President NY Times TV",2016-11-25,Trump Puts Journalism In The Crosshairs The only barrier between him and a total ‘win’ is journalism.,18.190615,7.941267
https://www.huffingtonpost.com/entry/putin-north-korea_us_59b0f253e4b0b5e53103a614,Russian President: Saber-Rattling Is Counterproductive With North Korea. It's Impossible To Scare Them.,WORLD NEWS,Vladimir Putin also said President Trump was making an effort to defuse tensions with Pyongyang.,,2017-09-07,Russian President: Saber-Rattling Is Counterproductive With North Korea. It's Impossible To Scare Them. Vladimir Putin also said President Trump was making an effort to defuse tensions with Pyongyang.,15.591424,10.0836935
https://www.huffingtonpost.com/entry/americans-just-arent-into-soda-anymore_us_56d0aa61e4b03260bf76bd71,Americans Just Aren't Into Soda Anymore,HEALTHY LIVING,"Or sugary juices, for that matter.","Sara G. Miller, LiveScience.com",2016-02-26,"Americans Just Aren't Into Soda Anymore Or sugary juices, for that matter.",-27.565289,0.78814256
https://www.huffingtonpost.com/entry/warriors-secret-weapon-defense_us_58f7a541e4b029063d364f1d,The Warriors' Secret Weapon Might Surprise You,SPORTS,What makes Golden State truly outstanding is its commitment to dominant defense.,Jordan Schultz,2017-05-09,The Warriors' Secret Weapon Might Surprise You What makes Golden State truly outstanding is its commitment to dominant defense.,10.202339,-3.4344153
https://www.huffingtonpost.com/entry/51-pretty-shocking-facts-_n_5433340.html,51 Pretty Shocking Facts That Make Things Harder For Every Woman You Have Ever Met,WOMEN,,,2014-06-02,51 Pretty Shocking Facts That Make Things Harder For Every Woman You Have Ever Met ,-7.8973684,-17.68025
https://www.huffpost.com/entry/canadian-man-billboard-string-cheese_n_62ee0328e4b0da5ec0f4bc1d,Canadian Man Uses Giant Billboard To Get Rid Of Leftover Dairy Product In Fridge,WEIRD NEWS,A man who recently moved to Toronto wanted to part ways with the item in a big way.,Ben Blanchet,2022-08-06,Canadian Man Uses Giant Billboard To Get Rid Of Leftover Dairy Product In Fridge A man who recently moved to Toronto wanted to part ways with the item in a big way.,-27.301672,3.5580223
https://www.huffingtonpost.com/entry/missouri-student-journalist-protest_us_56422441e4b0b24aee4bee04,Let's Not Lose Sight Of The Real Problems At Mizzou,COLLEGE,This isn't about the media.,Ryan Grenoble,2015-11-11,Let's Not Lose Sight Of The Real Problems At Mizzou This isn't about the media.,11.064282,1.7104561
https://www.huffingtonpost.com/entry/what-made-america-famous_b_5344665.html,What Made America Famous,POLITICS,"Many Americans believe that the top one percent is responsible for the rising tide of inequality in America, which is swamping and drowning the other 99 percent.  Professor Emmanuel Saez of the University of California at Berkeley says that they are wrong.","Rep. Alan Grayson, ContributorU.S. Congressman for Florida's 9th District",2014-05-17,"What Made America Famous Many Americans believe that the top one percent is responsible for the rising tide of inequality in America, which is swamping and drowning the other 99 percent.  Professor Emmanuel Saez of the University of California at Berkeley says that they are wrong.",-11.006381,14.680282
https://www.huffingtonpost.com/entry/jared-padalecki-comic-con-tribute-depression_us_55a3aa6de4b0b8145f72faa6,Jared Padalecki Surprised With Tribute At Comic-Con For Speaking About Depression,ENTERTAINMENT,"This year's Comic-Con held a special meaning for Jared Padalecki, who was met with a surprise tribute from fans just a few",Cavan Sieczkowski,2015-07-13,"Jared Padalecki Surprised With Tribute At Comic-Con For Speaking About Depression This year's Comic-Con held a special meaning for Jared Padalecki, who was met with a surprise tribute from fans just a few",18.86714,-11.257876
https://www.huffingtonpost.com/entry/the-gut-wrenching-reason-some-kids-dont-know-the-song-happy-birthday_us_570e7434e4b0ffa5937dc4ac,The Gut-Wrenching Reason Some Kids Don't Know The Song 'Happy Birthday',PARENTS,Wow.,Caroline Bologna,2016-04-13,The Gut-Wrenching Reason Some Kids Don't Know The Song 'Happy Birthday' Wow.,-7.907555,-10.557124
https://www.huffingtonpost.com/entry/fourth-of-july-survival-kit-beauty-products_n_5541162.html,Here's Your Fourth Of July Weekend Beauty Survival Kit,STYLE,,Dana Oliver,2014-07-02,Here's Your Fourth Of July Weekend Beauty Survival Kit ,-19.85515,-16.813087
https://www.huffingtonpost.com/entry/fancy-homeless-camp-under-la-freeway_us_583b123be4b09b605600dc17,Homeless Man Rents Out Beds In 'Paradise' Home Under L.A. Freeway,WEIRD NEWS,"The elaborate compound features toilets, a zebra-print living room set and a canopy bed.",Nina Golgowski,2016-11-27,"Homeless Man Rents Out Beds In 'Paradise' Home Under L.A. Freeway The elaborate compound features toilets, a zebra-print living room set and a canopy bed.",-2.0640786,10.938957
https://www.huffingtonpost.com/entry/edie-windsor-fun-home-broadway_n_7043542.html,DOMA Pioneer Hits Broadway For 'Fun Home',QUEER VOICES,,Curtis M. Wong,2015-04-12,DOMA Pioneer Hits Broadway For 'Fun Home' ,10.120386,-7.6687875
https://www.huffingtonpost.com/entry/when-doing-comedy-in-a-red-state-makes-you-feel-blue_us_58c2c557e4b0c3276fb783ea,When Doing Comedy In A Red State Makes You Feel Blue,ENTERTAINMENT,My first post-presidential inauguration comedy show in Pennsylvania was at an Elks Lodge. I’m accustomed to performing for,"Leighann Lord, ContributorLeighann Lord is a standup comedian, author, speaker and sci-f...",2017-03-10,When Doing Comedy In A Red State Makes You Feel Blue My first post-presidential inauguration comedy show in Pennsylvania was at an Elks Lodge. I’m accustomed to performing for,9.656057,7.3619676
https://www.huffingtonpost.com/entry/friskies-super-bowl-ad-dear-kitten_n_6521978.html,The Friskies Cats Hilariously Explain Human Super Bowl Behavior,SPORTS,"The commercial, which Friskies made with Buzzfeed, is intended to be ""kitten-sized"" for the Super Bowl on Feb. 1.",Ron Dicker,2015-01-22,"The Friskies Cats Hilariously Explain Human Super Bowl Behavior The commercial, which Friskies made with Buzzfeed, is intended to be ""kitten-sized"" for the Super Bowl on Feb. 1.",-0.6203985,4.8978987
https://www.huffingtonpost.comhttp://www.patheos.com/blogs/friendlyatheist/2014/03/07/about-that-common-core-math-problem-making-the-rounds-on-facebook/,About That ‘Common Core' Math Problem Making the Rounds on Facebook...,PARENTING,"Over the past week, I’ve seen this image multiple times on Facebook and elsewhere, a supposed denunciation of the Common",,2014-03-11,"About That ‘Common Core' Math Problem Making the Rounds on Facebook... Over the past week, I’ve seen this image multiple times on Facebook and elsewhere, a supposed denunciation of the Common",-1.3472717,-0.62485486
https://www.huffingtonpost.com/entry/dnc-candidates-2016-primary_us_58813c6ce4b096b4a230d341,The DNC Candidates Get That The Party Messed Up The 2016 Primary,POLITICS,Even if they wouldn’t say as much.,Daniel Marans,2017-01-19,The DNC Candidates Get That The Party Messed Up The 2016 Primary Even if they wouldn’t say as much.,20.443108,15.706648
https://www.huffingtonpost.com/entry/laverne-cox-reveals-why-d_b_5930760.html,Laverne Cox Reveals Why Discussing Her HIV Status Is 'Weird' For Her (VIDEO),QUEER VOICES,"Is Laverne Cox HIV positive or HIV negative?  She tells us, and explains why disclosure is uncomfortable for her, reminding us that stigma around HIV/AIDS leads people to assume a transgender woman of color must be HIV positive.","Nicholas Snow, ContributorGay activist, actor, journalist, singer/songwriter and multime...",2014-10-06,"Laverne Cox Reveals Why Discussing Her HIV Status Is 'Weird' For Her (VIDEO) Is Laverne Cox HIV positive or HIV negative?  She tells us, and explains why disclosure is uncomfortable for her, reminding us that stigma around HIV/AIDS leads people to assume a transgender woman of color must be HIV positive.",15.494255,-16.920012
https://www.huffingtonpost.com/entry/unlocking-the-potential-of-regenerative-medicine_b_7172588.html,Unlocking the Potential of Regenerative Medicine,IMPACT,"The future will almost certainly bring new and unexpected challenges. However, as we continue to add outstanding researchers and staff along with increasing support from the public and private sectors, I am determined to succeed in our mission, with the ultimate goal being to use iPS cell technology for patient care.","Shinya Yamanaka, ContributorDirector/Professor of the Center for iPS Cell Research and App...",2015-05-22,"Unlocking the Potential of Regenerative Medicine The future will almost certainly bring new and unexpected challenges. However, as we continue to add outstanding researchers and staff along with increasing support from the public and private sectors, I am determined to succeed in our mission, with the ultimate goal being to use iPS cell technology for patient care.",-6.8584633,1.1129183
https://www.huffingtonpost.com/entry/terry-richardson-changeorg-petition_us_5b9d9bdee4b03a1dcc8a2422,Terry Richardson Change.org Petition Calls For Industry Insiders To Stop Hiring Him,STYLE & BEAUTY,"On the heels of directing Miley Cyrus' controversial ""Wrecking Ball"" video and shooting her NSFW photos seen 'around the",,2013-10-18,"Terry Richardson Change.org Petition Calls For Industry Insiders To Stop Hiring Him On the heels of directing Miley Cyrus' controversial ""Wrecking Ball"" video and shooting her NSFW photos seen 'around the",15.220196,-1.1136094
https://www.huffingtonpost.com/entry/the-death-penalty-and-mercy-dear-governors-can-you_us_5960eaeae4b0cf3c8e8d58f6,"The Death Penalty And Mercy: Dear Governors, Can You Spare A Pardon?",POLITICS,William Morva was executed by the state of Virginia last Thursday. He became the 14th person to be executed this year and,"Austin Sarat, ContributorWilliam Nelson Cromwell Professor of Jurisprudence & Political...",2017-07-08,"The Death Penalty And Mercy: Dear Governors, Can You Spare A Pardon? William Morva was executed by the state of Virginia last Thursday. He became the 14th person to be executed this year and",5.85182,12.915312
https://www.huffingtonpost.com/entry/running_us_5b9c005be4b03a1dcc7baad5,How to Become One of Those People Who Loves to Run,WELLNESS,"Wouldn't it be awesome to be one of those people who truly enjoys going out for a run? Recently, I closely observed this enviable species -- and in the process, uncovered a kinship between acupuncture and running.","Sara Calabro, Contributor
Founder, AcuTake",2012-07-17,"How to Become One of Those People Who Loves to Run Wouldn't it be awesome to be one of those people who truly enjoys going out for a run? Recently, I closely observed this enviable species -- and in the process, uncovered a kinship between acupuncture and running.",-14.586825,1.2197852
https://www.huffingtonpost.com/entry/dresses-with-their-own-wi_us_5b9cb7dbe4b03a1dcc812d4d,40 Dresses With Their Own Wikipedia Entries (PHOTOS),STYLE & BEAUTY,"If a dress doesn't have its own Wikipedia page, did it ever exist?",Lauren Leibowitz,2013-01-20,"40 Dresses With Their Own Wikipedia Entries (PHOTOS) If a dress doesn't have its own Wikipedia page, did it ever exist?",-0.7648596,-18.296644
https://www.huffingtonpost.com/entry/arts-health_us_5b9b9101e4b03a1dcc78ab70,The Healing Power of Performing Arts,WELLNESS,"In order to promote good health and natural healing, you might want to take some time to go to performances with soothing and beautiful music and colors.","Dr. Jingduan Yang, Contributor
Founder and medical director, TAO Institute of Mind and Body M...",2012-04-12,"The Healing Power of Performing Arts In order to promote good health and natural healing, you might want to take some time to go to performances with soothing and beautiful music and colors.",8.933298,-7.52818
https://www.huffingtonpost.com/entry/confessions-of-a-plain-ja_b_6315718.html,The 'Plain' Truth: Confessions of a Non-Beauty Queen,WOMEN,"The plain truth that they're missing is that physical appearance isn't very important.  To some extent, it reflects a life lived, especially at the extreme ends of the ""looks"" continuum.","Kathleen Long, ContributorExecutive in San Francisco, California",2014-12-15,"The 'Plain' Truth: Confessions of a Non-Beauty Queen The plain truth that they're missing is that physical appearance isn't very important.  To some extent, it reflects a life lived, especially at the extreme ends of the ""looks"" continuum.",4.5964236,-21.621075
https://www.huffingtonpost.com/entry/news-roundup-for-august-2-2017_us_59820172e4b02be325be02ac,"News Roundup for August 2, 2017",POLITICS,The news is here to stay. 1. Senator Lindsey Graham spoke of a military response to North Korea’s missile tests that Trump,"Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",2017-08-02,"News Roundup for August 2, 2017 The news is here to stay. 1. Senator Lindsey Graham spoke of a military response to North Korea’s missile tests that Trump",14.9801,9.85114
https://www.huffingtonpost.com/entry/animal-photos-of-the-week_us_5bb13abee4b09bbe9a5ccc95,"Animal Photos Of The Week: Lion Cubs, Elephants, Swans And More Pictures",ENVIRONMENT,Some of our favorite animal stories from the last week include: A study that explains why penguins lost their ability to,,2013-05-26,"Animal Photos Of The Week: Lion Cubs, Elephants, Swans And More Pictures Some of our favorite animal stories from the last week include: A study that explains why penguins lost their ability to",-3.0764449,5.9589667
https://www.huffingtonpost.com/entry/goldie-hawn-photos-2012_us_5b9c898de4b03a1dcc7f9132,Goldie Hawn Style Evolution: From Comfy Shift Dresses To Body-Conscious Styles (PHOTOS),STYLE & BEAUTY,Throw back!,Michelle Persad,2012-11-20,Goldie Hawn Style Evolution: From Comfy Shift Dresses To Body-Conscious Styles (PHOTOS) Throw back!,3.5738137,-18.922915
https://www.huffingtonpost.com/entry/fridays-morning-email-trumpcare-is-on-life-support_us_5968aabbe4b03389bb168dc9,Friday's Morning Email: Trumpcare Is On Life Support,POLITICS,The GOP still doesn't appear to have the votes.,Lauren Weber,2017-07-14,Friday's Morning Email: Trumpcare Is On Life Support The GOP still doesn't appear to have the votes.,15.673092,14.699385
https://www.huffingtonpost.com/entry/corey-dickerson-double-bounce-pitch_us_5bb70c0fe4b097869fd3f8de,"Corey Dickerson Hits Double On Bounce Pitch, Leads To Five-Run Inning In Rockies' Win (VIDEO)",SPORTS,Rockies outfielder Corey Dickerson got fooled by a pitch from Diamondbacks reliever Will Harris and swung even though the,,2013-09-14,"Corey Dickerson Hits Double On Bounce Pitch, Leads To Five-Run Inning In Rockies' Win (VIDEO) Rockies outfielder Corey Dickerson got fooled by a pitch from Diamondbacks reliever Will Harris and swung even though the",25.027077,-4.854247
https://www.huffingtonpost.comhttp://www.buzzfeed.com/ashleym36/how-to-plan-your-divorce-on-pinterest-in-steps,How To Plan Your Divorce On Pinterest In 17 Steps,DIVORCE,"It's not just for weddings anymore, you guys! Read more on www.buzzfeed.com",,2012-10-02,"How To Plan Your Divorce On Pinterest In 17 Steps It's not just for weddings anymore, you guys! Read more on www.buzzfeed.com",-5.607241,-21.428108
https://www.huffingtonpost.com/entry/melbourne-hostage-shooting_us_593563fee4b02478cb9d4673,Australian Police Shoot Dead Gunman In Melbourne Hostage Taking,WORLD NEWS,ISIS claimed responsibility for the confrontation.,,2017-06-05,Australian Police Shoot Dead Gunman In Melbourne Hostage Taking ISIS claimed responsibility for the confrontation.,7.1415963,27.166023
https://www.huffingtonpost.com/entry/syrian-rape-and-chemical_us_5ba2a5a0e4b0c2784da3cf91,Rape Has a Purpose,CRIME,"Our attempts to pursue equality and opportunity are inhibited, not only by actual rape, but by people's malevolent tolerance for it. Rape is useful, even the rape of boys and men: it sustains a system that rewards physical dominance and sustains male hegemony.","Soraya Chemaly, Contributor
Writer",2013-01-05,"Rape Has a Purpose Our attempts to pursue equality and opportunity are inhibited, not only by actual rape, but by people's malevolent tolerance for it. Rape is useful, even the rape of boys and men: it sustains a system that rewards physical dominance and sustains male hegemony.",5.690982,-2.5133698
https://www.huffingtonpost.com/entry/thailand-bars-entry-to-teenage-hong-kong-activist-because-china_us_57f4e6dae4b0325452628689,Thailand Bars Entry To Teenage Hong Kong Activist All Because Of China,THE WORLDPOST,He was invited to speak in Bangkok but was detained and sent back.,"Venus Wu and Cod Satrusayang, Reuters",2016-10-05,Thailand Bars Entry To Teenage Hong Kong Activist All Because Of China He was invited to speak in Bangkok but was detained and sent back.,-9.663667,23.64775
https://www.huffingtonpost.com/entry/ted-kennedy-interview-immigration_us_560c40fbe4b076812700744e,Ted Kennedy Thought Harry Reid Didn't Do Enough On Immigration Reform In 2007,POLITICS,"A just-released interview shows that he wasn't impressed by other senators, either.",Elise Foley,2015-09-30,"Ted Kennedy Thought Harry Reid Didn't Do Enough On Immigration Reform In 2007 A just-released interview shows that he wasn't impressed by other senators, either.",12.662083,15.101849
https://www.huffpost.com/entry/marine-corps-206-covid-vaccine-discharges_n_61d241e6e4b0bcd21954c1d4,Marine Corps Boots 206 Service Members Who Refused COVID Vaccines,POLITICS,"Overall, vaccine compliance is high among all branches of the military, despite early grumblings.",Mary Papenfuss,2022-01-03,"Marine Corps Boots 206 Service Members Who Refused COVID Vaccines Overall, vaccine compliance is high among all branches of the military, despite early grumblings.",8.305618,14.933339
https://www.huffingtonpost.com/entry/theater-nymf-2-stardom-sp_us_5bb4317ae4b066f8d256097b,"Theater: NYMF #2: Stardom, Spirits and Suicide in Three New Musicals",ENTERTAINMENT,"The New York Musical Theatre Festival is one of the highlights of the summer in New York City, an oasis of scrappy little shows that have come from other parts of the country or are making their world premiere here.","Michael Giltz, Contributor
BookFilter creator",2013-07-21,"Theater: NYMF #2: Stardom, Spirits and Suicide in Three New Musicals The New York Musical Theatre Festival is one of the highlights of the summer in New York City, an oasis of scrappy little shows that have come from other parts of the country or are making their world premiere here.",9.690365,-8.063
https://www.huffingtonpost.com/entry/drake-dropped-the-video-for-gods-plan-and-its-a-happy-tear-jerker_us_5a871380e4b004fc3191bd26,Drake Just Dropped The Video For 'God's Plan' And It's A Happy Tear-Jerker,ENTERTAINMENT,"The rapper gave away the entire $996,631.90 budget for the video to Miami residents.",Jenna Amatulli,2018-02-16,"Drake Just Dropped The Video For 'God's Plan' And It's A Happy Tear-Jerker The rapper gave away the entire $996,631.90 budget for the video to Miami residents.",12.852231,-12.663398
https://www.huffingtonpost.com/entry/the-legend-of-korra-one-o_b_5777270.html,The Legend of Korra: One of the Best Shows on Television,ENTERTAINMENT,"The Legend of Korra did something that's hard for any television show to do. It satisfied an appetite for something I never knew I even wanted. Specifically, it created a role model: a brown-skinned protagonist.","Malek Mouzon, ContributorWriter. Creative. Amateur Philosopher.",2014-09-08,"The Legend of Korra: One of the Best Shows on Television The Legend of Korra did something that's hard for any television show to do. It satisfied an appetite for something I never knew I even wanted. Specifically, it created a role model: a brown-skinned protagonist.",13.703366,-5.760902
